repo,issue_text,label
facebook/react,"[ devtools bug ] : can not build react devtools for local development , instructions lead to error # # # website or app <url> # # # repro steps follow the instructions here to build local version of react devtools extension : <url> ` ` ` git clone <url> cd react yarn install yarn build - for - devtools ` ` ` stuck on this step everytime ` yarn build - for - devtools ` : ` ` ` d :\\ other \ \ react \ \ node_modules \ \ flow - parser \ \ flow_parser . js : <number> throw a } function ^ error : signedsource . signfile ( . <repeated> <sad> cannot sign file without token at object . <anonymous> ( d :\\ other \ \ react \ \ node_modules \ \ signedsource \ \ index . js : <time> ) at module . _compile ( node : internal / modules / cjs / loader : <number> <time> ) at object . module . _extensions . <repeated> js ( node : internal / modules / cjs / loader : <number> <time> ) at module . load ( node : internal / modules / cjs / loader : <number> <time> ) at function . module . _load ( node : internal / modules / cjs / loader : <number> <time> ) at module . require ( node : internal / modules / cjs / loader : <number> <time> ) at require ( node : internal / modules / cjs / helpers : <number> <time> ) at object . <anonymous> ( d :\\ other \ \ react \ \ scripts \ \ rollup \ \ packaging . js : <time> ) at module . _compile ( node : internal / modules / cjs / loader : <number> <time> ) at object . module . _extensions . <repeated> js ( node : internal / modules / cjs / loader : <number> <time> ) ` ` ` is there anything else i need to set up in order to make this work ? # # # how often does this bug happen ? every time # # # devtools package ( automated ) _no response_ # # # devtools version ( automated ) _no response_ # # # error message ( automated ) _no response_ # # # error call stack ( automated ) _no response_ # # # error component stack ( automated ) _no response_ # # # github query string ( automated ) _no response_",0
facebook/react,"[ devtools bug ] could not find node with id "" <number> "" in commit tree # # # website or app private # # # repro steps private # # # how often does this bug happen ? every time # # # devtools package ( automated ) react - devtools - extensions # # # devtools version ( automated ) <number> . <number> - 2 8 ce1c171 # # # error message ( automated ) could not find node with id "" <number> "" in commit tree # # # error call stack ( automated ) ` ` ` text at chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> <time> at map . foreach ( <anonymous> ) at rankedchartbuilder_getchartdata ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> <time> ) at profilingcache_profilingcache . getrankedchartdata ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> <time> ) at commitrankedautosizer ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> <time> ) at mf ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> : <number> ) at qk ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> <time> ) at mk ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> <time> ) at lk ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> <time> ) at sj ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> : <number> ) ` ` ` # # # error component stack ( automated ) ` ` ` text at commitrankedautosizer ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> <time> ) at div at div at div at settingsmodalcontextcontroller ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> : <number> ) at profiler_profiler ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> <time> ) at errorboundary_errorboundary ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> : <number> ) at div at div at themeprovider ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> : <number> ) at portaledcontent ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> : <number> ) at div at div at div at themeprovider ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> : <number> ) at timelinecontextcontroller ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> : <number> ) at profilercontextcontroller ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> : <number> ) at treecontextcontroller ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> : <number> ) at settingscontextcontroller ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> : <number> ) at modaldialogcontextcontroller ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> : <number> ) at devtools_devtools ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> : <number> ) ` ` ` # # # github query string ( automated ) ` ` ` text <url> not find node with id in commit tree in : title is : issue is : open is : public label : "" component tools "" repo : facebook / react ` ` `",0
facebook/react,"[ devtools bug ] operations do not work in chrome # # # website or app <url> # # # repro steps <number> . go to components tab . <number> . for any component , try to copy the value in props , hooks etc . to clipboard . [ image ] ( <url> # # # how often does this bug happen ? every time # # # devtools package ( automated ) _no response_ # # # devtools version ( automated ) _no response_ # # # error message ( automated ) _no response_ # # # error call stack ( automated ) _no response_ # # # error component stack ( automated ) _no response_ # # # github query string ( automated ) _no response_",0
facebook/react,"[ devtools bug ] website or app localhost # # # repro steps in react router ' s latest version . inside the loader or action function one is not able to use reduxjs functions like useselector , usedispatch # # # how often does this bug happen ? every time # # # devtools package ( automated ) _no response_ # # # devtools version ( automated ) _no response_ # # # error message ( automated ) _no response_ # # # error call stack ( automated ) _no response_ # # # error component stack ( automated ) _no response_ # # # github query string ( automated ) _no response_",0
facebook/react,"bug : component is not a function when using suspense and forwardref react version : <number> . <number> - next - 3 ba7add60 - <number> # # steps to reproduce i have not been able to create a minimal example yet , if needed i will spend more time on it . however , it only seems to occur when suspending components rerender in a specific order . # # description the ` component is not a function ` error is thrown when using suspense and forwardref together in a specific way . it seems like react - reconciler does not properly handle forwardrefs in either ` renderwithhooksagain ` , ` replaysuspendedcomponentwithhooks ` , ` replayfunctioncomponent ` or ` replaysuspendedunitofwork ` . the ` component ` variable is not a function in this case , but a ` { $ $ typeof : symbol ( react . forward_ref ) , render ref ) => any } ` . ` renderwithhooksagain ` tries to execute ` component ( props , secondarg ) ` , which throws this error . i am not too familiar with react internals , if you can tell me how to trigger this codepath i can make a minimal reproduction more easily . < img width = "" <number> "" alt = "" screenshot <number> - <number> - <number> at <number> <number> <number> "" src = "" <url>",0
facebook/react,"bug : nested usetransition makes ispending of outer one always false nested ` starttransition ` call "" takes over "" and makes parent ` starttransition ` unable to track ` ispending ` . seb says it ' s a bug . repro : <url> <number> . click the button <number> . ` ispending ` in ` indexpage . js ` is ` true ` however , ` ispending ` in ` app . js ` is ` false ` . expected in ` app . js ` is also ` true ` .",0
facebook/react,"[ devtools bug ] cannot add node "" <number> "" because a node with that id is already in the store . # # # website or app <url> # # # repro steps log in to chatgpt # # # how often does this bug happen ? often # # # devtools package ( automated ) react - devtools - extensions # # # devtools version ( automated ) <number> . <number> - 4 7 f63dc54 # # # error message ( automated ) cannot add node "" <number> "" because a node with that id is already in the store . # # # error call stack ( automated ) ` ` ` text emit <user> - extension :// ce8dcc20 - 3 b2d - 4 cfe - b13e - 3 4 da2aa8e2c3 / build / main . js : <number> <time> bridge_bridge / this . _wallunlisten < <user> - extension :// ce8dcc20 - 3 b2d - 4 cfe - b13e - 3 4 da2aa8e2c3 / build / main . js : <number> <time> listener <user> - extension :// ce8dcc20 - 3 b2d - 4 cfe - b13e - 3 4 da2aa8e2c3 / build / main . js : <number> <time> ` ` ` # # # error component stack ( automated ) _no response_ # # # github query string ( automated ) ` ` ` text <url> add node because a node with that id is already in the store . in : title is : issue is : open is : public label : "" component tools "" repo : facebook / react ` ` `",0
facebook/react,bug ( <user> <sad> legacy ` reactdom . render ` crashes when rendering into ` document ` container < - - please provide a clear and concise description of what the bug is . include screenshots if needed . please test using the latest version of the relevant react packages to make sure your issue has not already been fixed . - - > react version : <number> . <number> - next - 4 bf2113a1 - <number> # # steps to reproduce <number> . ` reactdom . render ` into a ` document ` container < ! - - your bug will get fixed much faster if we can run your code and it does not have dependencies other than react . issues without reproduction steps or code examples may be immediately closed as not actionable . - - > link to code example : <url> # # the current behavior throws with ` ` ` react expected an <html> element ( document . documentelement ) to exist in the document but one was not found . react never removes the documentelement for any document it renders into so the cause is likely in some other script running on this page . ` ` ` ` reactdom . render ` clears the container before rendering into it . but with the new hostsingletons ( <url> we expect an existing ` documentelement ` . the odd part is that it seems like <url> affected the ` <user> ` release even though ` enablehostsingletons ` is disabled for that release . / cc <user> # # the expected behavior no crash like in ` react - dom <user> . <number> `,0
facebook/react,"bug : usesyncexternalstore will cause hydration missmatch in ` strictmode ` if ` serversnapshot ` is different from ` snapshot ` # # react version react version : <number> . <number> - next - b0671f9ea - <number> # # problem in ` strictmode ` , when using hydrateroot to render a component that using ` usesyncexternalstore ` it seems that useses will do hydration twice . but in second hydration process , useses does not use the result of ` getserversnapshot ` as initial state , which will cause hydration error . this problem will only happen in ` development ` mode , # # reproduce link to code example it works well in react <number> <url>",0
facebook/react,"[ devtools bug ] : can not work on devtools , instructions lead to error # # # website or app <url> # # # repro steps because react requires java , not on macos ( but assumes brew installed ) : ` ` ` brew update & & brew install java sudo ln - sfn / usr / local / opt / openjdk / libexec / openjdk . jdk / library / java / javavirtualmachines / openjdk . jdk export path =""/ usr / local / opt / openjdk / bin :$ path "" ' > > ~ / . zshrc export path =""/ usr / local / opt / openjdk / bin :$ path "" > > ~ / . zshrc export path =""/ usr / local / opt / openjdk / bin :$ path "" ` ` ` because react requires node before v17 ( but assuming you have nvm installed ! <sad> ` ` ` nvm install <number> ` ` ` then the real stuff ( directions inside folders like . / chrome / are quite wrong ) : ` ` ` git clone <url> cd react yarn install yarn build - for - devtools cd packages / react - devtools - extensions yarn build : chrome yarn build : chrome : local yarn run test : chrome ` ` ` now inside devtools : ` ` ` uncaught evalerror : refused to evaluate a string as javascript because ' unsafe - eval ' is not an allowed source of script in the following content security policy directive ' self ' ' wasm - unsafe - eval ' "" . at . / src / contentscripts / prepareinjection . js ( prepareinjection . js : <number> : <number> ) at __webpack_require__ ( prepareinjection . js : <time> ) at prepareinjection . js : <number> <time> at prepareinjection . js : <number> <time> ` ` ` what exactly are you doing that works in order to build , test , and develop this extension ? # # # how often does this bug happen ? every time # # # devtools package ( automated ) _no response_ # # # devtools version ( automated ) _no response_ # # # error message ( automated ) _no response_ # # # error call stack ( automated ) _no response_ # # # error component stack ( automated ) _no response_ # # # github query string ( automated ) _no response_",0
facebook/react,"error typeerror : cannot read property ' createelement ' of undefined , js engine : hermes # # # app using flipper dor react devtools # # # repro steps migrate to current version of rn - <number> . <number> using flipper enable hermes engine run the app # # # how often does this bug happen ? every time # # # devtools package ( automated ) _no response_ # # # devtools version ( automated ) _no response_ # # # error message ( automated ) error typeerror : cannot read property ' createelement ' of undefined , js engine : hermes # # # error call stack ( automated ) ` ` ` text error typeerror : cannot read property ' createelement ' of undefined , js engine : hermes this is related to - - - > > path : node_modules / react - devtools - core / dist / backend . js function initialize ( ) { canvas = window . document . createelement ( ' canvas ' ); canvas . style . csstext = "" \ \ n xx - background - color : red ;\\ n xx - opacity : <number> ;\\ n bottom : <number> ;\\ n left : <number> ;\\ n pointer - events : none ;\\ n position : fixed ;\\ n right : <number> ;\\ n top : <number> ;\\ n z - index "" ; var root = window . document . documentelement ; root . insertbefore ( canvas , root . firstchild ) ; } ` ` ` # # # error component stack ( automated ) _no response_ # # # github query string ( automated ) _no response_",0
facebook/react,"[ devtools bug ] cannot remove node "" <number> "" because no matching node was found in the store . # # # website or app app # # # repro steps <number> . react - native run android <number> . react - devtools <number> . adb reverse tcp : <number> tcp : <number> <number> . open dev tools on phone <number> . error # # # how often does this bug happen ? every time # # # devtools package ( automated ) react - devtools - core # # # devtools version ( automated ) <number> . <number> - 4 7 f63dc54 # # # error message ( automated ) cannot remove node "" <number> "" because no matching node was found in the store . # # # error call stack ( automated ) ` ` ` text at c :\\ users \ \ gimpl \ \ appdata \ \ roaming \ \ npm \ \ node_modules \ \ react - devtools \ \ node_modules \ \ react - devtools - core \ \ dist \ \ standalone . js : <number> <time> <number> at f . emit ( c :\\ users \ \ gimpl \ \ appdata \ \ roaming \ \ npm \ \ node_modules \ \ react - devtools \ \ node_modules \ \ react - devtools - core \ \ dist \ \ standalone . js : <number> <time> <number> ) at c :\\ users \ \ gimpl \ \ appdata \ \ roaming \ \ npm \ \ node_modules \ \ react - devtools \ \ node_modules \ \ react - devtools - core \ \ dist \ \ standalone . js : <number> <time> <number> at c :\\ users \ \ gimpl \ \ appdata \ \ roaming \ \ npm \ \ node_modules \ \ react - devtools \ \ node_modules \ \ react - devtools - core \ \ dist \ \ standalone . js : <number> : <number> at array . foreach ( <anonymous> ) at a . e . onmessage ( c :\\ users \ \ gimpl \ \ appdata \ \ roaming \ \ npm \ \ node_modules \ \ react - devtools \ \ node_modules \ \ react - devtools - core \ \ dist \ \ standalone . js : <number> : <number> ) at a . t ( c :\\ users \ \ gimpl \ \ appdata \ \ roaming \ \ npm \ \ node_modules \ \ react - devtools \ \ node_modules \ \ react - devtools - core \ \ dist \ \ standalone . js : <number> <time> <number> ) at a . emit ( events . js : <number> <time> ) at e . exports . l ( c :\\ users \ \ gimpl \ \ appdata \ \ roaming \ \ npm \ \ node_modules \ \ react - devtools \ \ node_modules \ \ react - devtools - core \ \ dist \ \ standalone . js : <time> <number> ) at e . exports . emit ( events . js : <number> <time> ) ` ` ` # # # error component stack ( automated ) _no response_ # # # github query string ( automated ) ` ` ` text <url> remove node because no matching node was found in the store . in : title is : issue is : open is : public label : "" component tools "" repo : facebook / react ` ` `",0
facebook/react,"[ devtools bug ] : the extension brokes some javascripts - react is not used . # # # website or app <url> # # # repro steps with the code in the sandbox ( but in a real page ) , when the extension is enabled , the tree is expanded , and cannot be collapsed anymore . [ image ] ( <url> there are no errors in the console of the page , but many in the extension . i do not know if it ' s correlated . note : this code is provided by symfony , a popular php framework . so many developer faces this issue note <number> issue is quite new i also created an [ issue in symfony ] ( <url> # # # how often does this bug happen ? every time # # # devtools package ( automated ) _no response_ # # # devtools version ( automated ) _no response_ # # # error message ( automated ) _no response_ # # # error call stack ( automated ) _no response_ # # # error component stack ( automated ) _no response_ # # # github query string ( automated ) _no response_",0
facebook/react,"[ devtools bug ] element "" <number> "" not found # # # website or app no source code available publically # # # repro steps working on my local react project # # # how often does this bug happen ? every time # # # devtools package ( automated ) react - devtools - extensions # # # devtools version ( automated ) <number> . <number> - 4 7 f63dc54 # # # error message ( automated ) element "" <number> "" not found # # # error call stack ( automated ) ` ` ` text at chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> <time> ` ` ` # # # error component stack ( automated ) ` ` ` text at inspectedelementcontextcontroller ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> : <number> ) at suspense at errorboundary_errorboundary ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> : <number> ) at div at inspectedelementerrorboundarywrapper ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> : <number> ) at nativestylecontextcontroller ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> : <number> ) at div at div at ownerslistcontextcontroller ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> : <number> ) at settingsmodalcontextcontroller ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> : <number> ) at components_components ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> <time> ) at errorboundary_errorboundary ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> : <number> ) at div at div at themeprovider ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> : <number> ) at portaledcontent ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> : <number> ) at div at div at div at themeprovider ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> : <number> ) at timelinecontextcontroller ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> : <number> ) at profilercontextcontroller ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> : <number> ) at treecontextcontroller ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> : <number> ) at settingscontextcontroller ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> : <number> ) at modaldialogcontextcontroller ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> : <number> ) at devtools_devtools ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> : <number> ) ` ` ` # # # github query string ( automated ) ` ` ` text <url> not found in : title is : issue is : open is : public label : "" component tools "" repo : facebook / react ` ` `",0
facebook/react,"[ devtools bug ] cannot add node "" <number> "" because a node with that id is already in the store . # # # website or app personal # # # repro steps go on a react app . open panel . observe error # # # how often does this bug happen ? every time # # # devtools package ( automated ) react - devtools - extensions # # # devtools version ( automated ) <number> . <number> - 4 7 f63dc54 # # # error message ( automated ) cannot add node "" <number> "" because a node with that id is already in the store . # # # error call stack ( automated ) ` ` ` text at chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> <time> at bridge_bridge . emit ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> <time> ) at chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> <time> at listener ( chrome - extension :// fmkadmapgofadopljbjfkapdkoienihi / build / main . js : <number> <time> ) ` ` ` # # # error component stack ( automated ) _no response_ # # # github query string ( automated ) ` ` ` text <url> add node because a node with that id is already in the store . in : title is : issue is : open is : public label : "" component tools "" repo : facebook / react ` ` `",0
facebook/react,"bug : use ( ) causes nested suspense boundaries to not reveal nested suspense boundaries should reveal as the content becomes ready . however , this does not seem to work with ` use ` . repro case : <url> expected : suspense boundaries reveal separately actual waits for everything before revealing anything",0
